county_name,precinct_name,yes_votes,no_votes
Franklin,NEW HAVEN 1,167,168
Franklin,NEW HAVEN 2,208,204
Franklin,PACIFIC 1,265,194
Franklin,PACIFIC 2,527,393
Franklin,PACIFIC 3,570,345
Franklin,PACIFIC O.T.,368,252
Franklin,PRAIRIE DELL,670,563
Franklin,ROBERTSVILLE,636,437
Franklin,SOUTH POINT,351,349
Franklin,SPRING BLUFF,152,158
Franklin,ST ALBANS,429,400
Franklin,ST CLAIR,370,299
Franklin,ST CLAIR 2,346,242
Franklin,ST CLAIR OT/DB/PV,1143,1006
Franklin,STANTON/CW/DB-ST,393,353
Franklin,SULLIVAN 1,311,233
Franklin,SULLIVAN 2,424,301
Franklin,SULLIVAN 3,98,110
Franklin,SULLIVAN OT/MV/OGV,346,294
Franklin,UNION 1,432,349
Franklin,UNION 2,525,366
Franklin,UNION 3,451,278
Franklin,UNION 4,652,497
Franklin,UNION O.T.,415,404
Franklin,VILLA RIDGE,973,764
Franklin,WASHINGTON 1,835,587
Franklin,WASHINGTON 2,960,759
Franklin,WASHINGTON 3,835,639
Franklin,WASHINGTON 4,738,516
Franklin,ZIEGENMEYER,429,424
Franklin,ABSENTEE,1510,916
Gasconade,DRAKE,81,168
Gasconade,HERMANN WARD 1,202,216
Gasconade,HERMANN WARD 2,226,237
Gasconade,LITTLE BERGER,230,360
Gasconade,BOULWARE,116,154
Gasconade,OWENSVILLE WARD 1,222,250
Gasconade,OWENSVILLE WARD 2,147,219
Gasconade,REDBIRD,103,118
Gasconade,ROSEBUD WARD 1 WARD 2,70,101
Gasconade,RURAL CANAAN,318,500
Gasconade,SWISS,112,152
Gasconade,TAYLOE,147,223
Gasconade,THIRD CREEK,145,182
Gasconade,BLAND 1 & 2/CANAAN,270,349
Gasconade,GASCONADE/STOLPE,97,80
Gasconade,MORRISON/RURAL MORRISON,56,77
Gasconade,FEDERAL,0,1
Gasconade,ABSENTEE,157,123
Gentry,ATHENS NORTH AND SOUTH,377,400
Gentry,BOGLE GENTRY,38,42
Gentry,COOPER EAST AND WEST,273,279
Gentry,COOPER DARLINGTON,24,39
Gentry,HOWARD LONESTAR,25,26
Gentry,HUGGINS CARMACK,28,39
Gentry,JACKSON EAST &WEST,198,248
Gentry,MILLER BERLIN,39,60
Gentry,MILLER MCFALL,29,46
Gentry,WILSON ALANTHUS,35,38
Gentry,ABSENTEE,112,89
Greene,3-A,500,142
Greene,3-B,294,46
Greene,7-C,496,233
Greene,16-C,593,243
Greene,22-C,476,127
Greene,BATTLEFIELD-A,1621,887
Greene,32-B,777,394
Greene,34-A,770,314
Greene,34-B,556,217
Greene,34-C,938,358
Greene,35-A,683,290
Greene,35-B,1417,702
Greene,37-C,467,157
Greene,39-A,1178,561
Greene,39-B,1238,652
Greene,39-C,1086,618
Greene,42-A,1106,503
Greene,44-A,571,209
Greene,45-A,502,237
Greene,45-B,471,184
Greene,BRKLN,720,470
Greene,1ST N CMP,781,457
Greene,2ND N CMP,896,553
Greene,3RD N CMP A,698,435
Greene,CASS,322,245
Greene,1ST CENTER,945,703
Greene,3RD CENTER,447,341
Greene,CHEROKEE,1488,787
Greene,E CLAY A,486,309
Greene,CLAY B,529,483
Greene,CLAY C,1255,824
Greene,1ST FKLN,407,322
Greene,2ND FKLN,952,671
Greene,1ST JACK,736,538
Greene,2ND JACK,1034,697
Greene,MURRAY,1527,1074
Greene,POND CREEK,469,342
Greene,E REPUBLIC,1250,753
Greene,N REPUBLIC,1372,854
Greene,W REPUBLIC,963,539
Greene,2ND ROBB,638,513
Greene,TAYLOR,673,553
Greene,WALNUT GRV,292,241
Greene,WASHINGTON,813,624
Greene,WILSON A,1142,484
Greene,BATTLEFIELD-B,1377,757
Greene,FEDERAL,1,1
Greene,INTRASTATE/NEW RESIDENT,6,4
Greene,ABSENTEE,5496,2390
Greene,CENTRAL POLLING LOCATION: MSU,2308,695
Greene,1-ABC,1027,294
Greene,2-AB,498,158
Greene,4-AB,659,142
Greene,5-A/6-A,885,279
Greene,5-B/6-B,690,236
Greene,7-AB,585,264
Greene,9-AB,791,218
Greene,11/1ST CAMPBELL,1656,1087
Greene,12-AB,735,206
Greene,16-AB/27-A,779,301
Greene,20-AB,514,199
Greene,22-AB,705,263
Greene,26-ABC,775,321
Greene,27-BC,850,344
Greene,29-ABC,1471,872
Greene,30-AB,730,348
Greene,31-ABC,1454,600
Greene,32-AC/38-AB,1706,783
Greene,33-AB,811,269
Greene,36A/3RD N CAMPBELL B,659,324
Greene,37-AB,934,389
Greene,40-AB,1050,474
Greene,41-AB,1073,430
Greene,42-BC,1156,551
Greene,44-BC,767,250
Greene,1ST/2ND BOONE,555,375
Greene,2ND CAMPBELL A/C,2334,1184
Greene,2ND CAMPBELL B/CN,1272,732
Greene,1ST ROBBERSON A/B,440,310
Greene,WILSON C/CW,2517,1352
Grundy,COURTHOUSE,261,286
Grundy,EDINBURG,137,143
Grundy,FIRST BAPTIST CHURCH,267,373
Grundy,FIRST CHRISTIAN CHURCH,268,230
Grundy,GALT,63,112
Grundy,LAREDO,96,155
Grundy,SPICKARD,60,67
Grundy,TINDALL,85,142
Grundy,NCMC,252,171
Grundy,ABSENTEE,188,187
Grundy,FEDERAL,0,1
Harrison,BETHANY,546,576
Harrison,CAINSVILLE,72,161
Harrison,GILMAN CITY,99,127
Harrison,EAGLEVILLE,182,196
Harrison,NEW HAMPTON,121,145
Harrison,RIDGEWAY,123,117
Harrison,ABSENTEE,169,148
Henry,CLINTON 01,597,356
Henry,FAIRVIEW,159,103
Henry,LEESVILLE,267,176
Henry,OSAGE TOWNSHIP,208,119
Henry,WINDSOR,582,393
Henry,BEAR CREEK/ DEEPWATER,159,137
Henry,BENSON CENTER,1891,1202
Henry,SPRINGFIELD/TEBO,209,158
Henry,URICH,404,277
Henry,ABSENTEE,618,413
Hickory,WHEATLAND,161,201
Hickory,HERMITAGE,194,209
Hickory,WEAUBLEAU,147,163
Hickory,CROSS TIMBERS/JORDAN,95,154
Hickory,ELKTON,252,229
Hickory,PITTSBURG,333,358
Hickory,PRESTON,128,252
Hickory,QUINCY,39,61
Hickory,PLEASANT RIDGE,119,111
Hickory,CARSON'S CORNER,206,176
Hickory,ABSENTEE,235,198
Holt,NORTHWEST,134,81
Holt,NORTHEAST,59,101
Holt,CENTRAL,250,389
Holt,SOUTHEAST-SOUTHWEST,333,429
Holt,ABSENTEE,52,52
Howard,PRAIRIE,188,212
Howard,BOONSLICK,98,83
Howard,FRANKLIN,359,335
Howard,BONNE FEMME,222,177
Howard,MONITEAU,159,133
Howard,CHARITON,289,341
Howard,RICHMOND,618,533
Howard,ABSENTEE,194,121
Howell,BENTON 1,88,103
Howell,BENTON 2,239,246
Howell,CHAPEL,94,110
Howell,DRY CREEK,279,349
Howell,GOLDSBERRY,616,519
Howell,HOWELL 1,681,612
Howell,HOWELL 2,483,438
Howell,HOWELL 3,369,264
Howell,HOWELL 4,359,263
Howell,HOWELL 5,907,929
Howell,HOWELL 6,384,404
Howell,HUTTON VALLEY,217,197
Howell,MYATT 1,86,106
Howell,SILOAM SPRINGS,106,67
Howell,SISSON,255,281
Howell,SOUTH FORK,190,179
Howell,SPRING CREEK,333,311
Howell,WILLOW SPRINGS 1,477,384
Howell,WILLOW SPRINGS 2,423,381
Howell,HOWELL 7 & MYATT 2,136,173
Howell,ABSENTEE,631,475
Iron,ARCADIA CITY,391,338
Iron,ANNAPOLIS,212,164
Iron,BELLEVIEW,166,151
Iron,DES ARC,71,81
Iron,GHERMANVILLE,132,115
Iron,IRONTON,393,289
Iron,PILOT KNOB,159,137
Iron,VIBURNUM,158,200
Iron,VULCAN,23,48
Iron,ABSENTEE,132,82
Jackson,"B1 01, 02",824,293
Jackson,"B1 03, 09",596,207
Jackson,B1 04,367,157
Jackson,B1 05,267,92
Jackson,"B1 06, 07, 08",425,139
Jackson,"B2 01, 02",694,249
Jackson,"B2 03, 04",828,344
Jackson,B2 05,329,123
Jackson,"B2 06, 07",792,279
Jackson,B3 01,88,31
Jackson,B3 02,521,207
Jackson,B3-03,483,159
Jackson,"B3-04, 05",1038,389
Jackson,"B3 06, 07",616,274
Jackson,B3 08,609,249
Jackson,B3 09,52,10
Jackson,B4 01,64,26
Jackson,B4 02,305,102
Jackson,B4 03,503,165
Jackson,B4 04,310,99
Jackson,B4 05,373,131
Jackson,"B4 06, 07",524,185
Jackson,"B4 08, 09",450,139
Jackson,B4 10,196,61
Jackson,"B5 01, 02",504,159
Jackson,"B5 03, 04",787,286
Jackson,B5 05,687,232
Jackson,B5 06,597,188
Jackson,B5 07,278,107
Jackson,B5 08,556,175
Jackson,B5 09,374,132
Jackson,B6 01,443,160
Jackson,B6 02,340,129
Jackson,B6 03,820,277
Jackson,B6 04,767,252
Jackson,B6 05,610,236
Jackson,B6 06,742,301
Jackson,B6 07,133,43
Jackson,"B7 01, 02",590,214
Jackson,"B7 03, 04",1109,397
Jackson,"B7 05, 09",1009,341
Jackson,B7 06,249,71
Jackson,"B7 07, 08",929,346
Jackson,B8 01,296,118
Jackson,B8 02,856,336
Jackson,B8 03,239,83
Jackson,B8 05,637,213
Jackson,B8 06,497,176
Jackson,B8 07,943,315
Jackson,B8 08,126,41
Jackson,BR 01,331,115
Jackson,BR 02,579,204
Jackson,"BR 03, 04",483,169
Jackson,"BR 05, 06, 20",586,223
Jackson,BR 07,485,161
Jackson,"BR 08, 13",1050,510
Jackson,BR 09,419,152
Jackson,BR 10,774,272
Jackson,"BR 11, 15",500,170
Jackson,BR 12,686,241
Jackson,BR 14,319,135
Jackson,BR 16,530,250
Jackson,BR 17,11,8
Jackson,BR 18,564,224
Jackson,BR 19,9,4
Jackson,FO 01,2,0
Jackson,FO 02,202,94
Jackson,"FO 03, 04, 05, 09",650,324
Jackson,"FO 06, 10",156,100
Jackson,FO 07,87,53
Jackson,FO 08,480,352
Jackson,PR 01,10,10
Jackson,PR 02,525,185
Jackson,"PR 03, 04",920,306
Jackson,PR 05,256,75
Jackson,PR 06,533,213
Jackson,PR 07,762,289
Jackson,"PR 08, 10",732,258
Jackson,PR 09,882,320
Jackson,PR 11,560,199
Jackson,PR 12,739,246
Jackson,"PR 13, 14",1036,402
Jackson,PR 15,405,107
Jackson,PR 16,453,168
Jackson,PR 17,596,201
Jackson,PR 18,642,204
Jackson,PR 19,1064,403
Jackson,PR 20,614,265
Jackson,"PR 21, 22",1070,438
Jackson,PR 23,1028,378
Jackson,PR 24,346,101
Jackson,PR 25,896,329
Jackson,PR 26,662,230
Jackson,PR 27,1144,351
Jackson,PR 28,1079,390
Jackson,PR 29,403,125
Jackson,"PR 30, 31",1040,389
Jackson,PR 32,868,345
Jackson,PR 33,448,170
Jackson,PR 34,630,216
Jackson,"PR 35, 36",993,333
Jackson,PR 37,689,208
Jackson,PR 38,482,155
Jackson,PR 39,876,319
Jackson,PR 40,511,175
Jackson,"PR 41, 42",1170,407
Jackson,"PR 43, 45",1189,434
Jackson,PR 44,835,281
Jackson,"PR 46, 59",751,311
Jackson,PR 47,567,200
Jackson,PR 48,271,83
Jackson,PR 49,668,289
Jackson,PR 50,813,279
Jackson,PR 51,377,164
Jackson,PR 52,344,176
Jackson,"PR 53, 54",533,293
Jackson,PR 55,2,3
Jackson,"PR 56,57",7,4
Jackson,"PR 60, 61",399,210
Jackson,PR 62,44,6
Jackson,SN 01,148,59
Jackson,SN 02,124,45
Jackson,"SN 03, 19",557,209
Jackson,SN 04,513,199
Jackson,"SN 05, 06",534,217
Jackson,"SN 07, 09",1053,408
Jackson,SN 08,780,312
Jackson,"SN 10, 12",1293,529
Jackson,SN 11,568,179
Jackson,"SN 13, 14",1003,403
Jackson,"SN 15, 23",1058,415
Jackson,SN 16,97,38
Jackson,SN 17,449,162
Jackson,SN 18,652,274
Jackson,SN 20,558,193
Jackson,SN 21,723,307
Jackson,"SN 22, 24",953,353
Jackson,SN 25,210,101
Jackson,SN 26,412,226
Jackson,SN 27,674,309
Jackson,SN 28,491,244
Jackson,SN 29,549,198
Jackson,SN 30,586,293
Jackson,SN 31,742,315
Jackson,SN 32,505,159
Jackson,SN 33,196,88
Jackson,"SN 34, 35, 36",323,115
Jackson,SN 37,527,215
Jackson,SN 38,961,345
Jackson,SN 39,787,269
Jackson,SN 40,474,242
Jackson,SN 41,422,151
Jackson,SN 42,909,335
Jackson,"SN 43, 46",262,112
Jackson,SN 44,400,165
Jackson,SN 45,462,200
Jackson,SN 47,266,110
Jackson,SN 48,328,122
Jackson,SN 49,218,92
Jackson,SN 50,104,54
Jackson,"SN 51, 52",214,110
Jackson,"VB 01, 12",188,98
Jackson,"VB 02, 03, 13",698,291
Jackson,VB 04,1,1
Jackson,"VB 07, 08, 14",213,97
Jackson,VB 09,234,65
Jackson,"VB 10, 11, 19",884,432
Jackson,"VB 15, 16, 17, 18",396,211
Jackson,WA 01,565,301
Jackson,WA 02,518,284
Jackson,"WA 03, 04",622,338
Jackson,"WA 05, 06",371,203
Jackson,WA 07,473,226
Jackson,WA 08,298,129
Jackson,WA 09,341,148
Jackson,WA 10,724,328
Jackson,WA 11,504,232
Jackson,WA 12,566,242
Jackson,ABSENTEE,7863,2581
Jackson,B8 04,544,206
Jasper,MCDONALD,85,157
Jasper,NORTH MADISON,217,372
Jasper,SOUTH MADISON,197,210
Jasper,EAST JACKSON,254,287
Jasper,WEST JACKSON,195,246
Jasper,CARTHAGE 1,243,206
Jasper,CARTHAGE 2,244,223
Jasper,CARTHAGE 3,331,349
Jasper,CARTHAGE 4,559,599
Jasper,CARTHAGE 5,437,422
Jasper,MARION,154,262
Jasper,MONITOR,370,431
Jasper,JASPER,180,222
Jasper,ORONOGO 1,356,343
Jasper,ORONOGO 2,483,616
Jasper,LAKESIDE,111,138
Jasper,DUENWEG,254,257
Jasper,REX,584,533
Jasper,TUCKAHOE,589,509
Jasper,WEBB CITY 1,475,340
Jasper,WEBB CITY 2,429,352
Jasper,WEBB CITY 3,674,575
Jasper,WEBB CITY 4,478,493
Jasper,JOPLIN 13,413,270
Jasper,JOPLIN 4,577,589
Jasper,JOPLIN 23,609,400
Jasper,JOPLIN 25,339,238
Jasper,ZINCITE,358,352
Jasper,JOPLIN 26,477,377
Jasper,ALBA/NECK CITY/PURCELL,225,234
Jasper,ASBURY/MEDOC/WACO,145,172
Jasper,CARL JUNCTION1/CARL JUNCTION 2,756,787
Jasper,CARL JUNCTION 3/CARL JUNCTION,851,850
Jasper,"CARTERVILLE 1,2,3,4",402,450
Jasper,CENTENNIAL/GEM/REEDS,451,614
Jasper,JOPLIN 1/JOPLIN 8,431,360
Jasper,JOPLIN 2/JOPLIN 3,903,757
Jasper,JOPLIN 5/JOPLIN 7,497,281
Jasper,JOPLIN 10/JOPLIN 11,561,338
Jasper,JOPLIN 12/JOPLIN 14,412,210
Jasper,JOPLIN 15/CENTRAL CITY,840,694
Jasper,JOPLIN 16/JOPLIN 18,489,339
Jasper,JOPLIN 22/JOPLIN 24,705,492
Jasper,LINCOLN/SHERIDAN,87,235
Jasper,PINE/PRAIRIE STAR,134,219
Jasper,SARCOXIE 1/SARCOXIE 2/LARUSSELL,337,388
Jasper,FEDERAL,4,0
Jasper,ABSENTEE,1554,1191
Jasper,MULTI-PRECINCT COLLECTION,18,5
Jefferson,GRANDVIEW MIDDLE SCH,574,463
Jefferson,MAPLE GROVE SCH,706,572
Jefferson,BIG RIVER VFW POST 5331,1189,958
Jefferson,NORTHWEST HIGH SCHOOL,726,527
Jefferson,TRANSFORMATION METHODIST CH,820,597
Jefferson,NEW EARLY CHILDHOOD CTR,929,644
Jefferson,CLYDE HAMRICK SCH,658,512
Jefferson,ANTONIA MIDDLE SCH,1054,671
Jefferson,ST PAUL'S LUTHERAN CH,1297,831
Jefferson,HILLSBORO CIVIC CTR,1048,816
Jefferson,HILLSBORO CITY HALL,523,360
Jefferson,HILLSBORO CHRISTIAN CH,954,703
Jefferson,AMERICAN LEGION POST 283,1122,744
Jefferson,SALVATION ARMY,692,407
Jefferson,FOX C6 ROY WILDE SERVICE CTR,1144,714
Jefferson,NEW HOPE UNITED METHODIST CH,1222,812
Jefferson,ARNOLD VFW 2593,1400,790
Jefferson,ARNOLD RECREATION CTR,1217,704
Jefferson,RIDGEWOOD MIDDLE SCH,1358,880
Jefferson,LONEDELL SCH,665,403
Jefferson,SIMPSON ELEMENTARY SCH,1243,766
Jefferson,SECKMAN MIDDLE SCH,1614,1087
Jefferson,WINDSOR INTERMEDIATE SCH,1904,1138
Jefferson,WINDSOR LIBRARY JC,1206,781
Jefferson,VICTORY CHURCH YOUTH CTR,1517,1164
Jefferson,PEVELY CITY HALL,1029,728
Jefferson,HERCULANEUM AMVETS POST 42,890,547
Jefferson,MISSISSIPPI RIVER EAGLES,1004,621
Jefferson,FESTUS K.C. HALL,302,179
Jefferson,FIRST UNITED METHODIST CH,1141,770
Jefferson,FESTUS MIDDLE SCHOOL,701,481
Jefferson,FAITH BAPTIST CH,641,446
Jefferson,DANBY RUSH TOWER SCH,1107,912
Jefferson,PACIFIC FIREHOUSE 3,445,261
Jefferson,ST. JOSEPH HILL INFIRMARY,811,539
Jefferson,EUREKA FIREHOUSE 3,351,200
Jefferson,JEFFERSON CO HEALTH DEPT - HIGH RIDGE,949,647
Jefferson,ALL GODS CHILDREN CAMP,1391,872
Jefferson,WOODRIDGE MIDDLE SCH,725,539
Jefferson,BRENNAN WOODS ELEM SCH,1289,768
Jefferson,MURPHY ELEMENTARY SCH,1284,1034
Jefferson,GEORGE GUFFEY ELEM SCH,1502,810
Jefferson,SALINE VALLEY FIREHOUSE #1,540,275
Jefferson,MERAMEC HEIGHTS ELEM SCH,564,337
Jefferson,HEMATITE CHRISTIAN CH,394,342
Jefferson,VICTORIA BAPTIST CH,561,414
Jefferson,PLATTIN METHODIST CH,204,198
Jefferson,ATHENA ELEMENTARY SCH,953,662
Jefferson,CIA HALL,340,255
Jefferson,SUNRISE SCH,826,489
Jefferson,DE SOTO K.C. HALL,358,232
Jefferson,1ST BAPTIST CH DESOTO,1084,732
Jefferson,REDEEMER LUTHERAN CH,585,454
Jefferson,ABSENTEE,4105,2369
Johnson,CENTERVIEW/COLUMBUS,560,537
Johnson,CHILHOWEE,230,217
Johnson,HAZEL HILL/SIMPSON,526,449
Johnson,N S HLDN/KNG/RH,1117,1008
Johnson,KNOB NOSTER/LOWLAND,931,645
Johnson,PITTSVILLE,1296,817
Johnson,POST OAK/JEFFERSON,451,430
Johnson,SE1/MONTSERRAT,1232,968
Johnson,SE2/NE,1602,916
Johnson,SW/NW,1176,764
Johnson,ABSENTEE,982,536
Kansas City,"W1-P1, 4",1702,296
Kansas City,"W1-P2, 7",1028,243
Kansas City,W1-P3,678,108
Kansas City,W1-P5,607,286
Kansas City,W1-P6,991,151
Kansas City,"W2-P2, 1, 3, 18",333,337
Kansas City,"W2-P5, 13, 17",254,212
Kansas City,"W2-P8, 12, 19",228,71
Kansas City,"W2-P10, 11",232,234
Kansas City,"W2-P14, 4, 6, 7, 9, 15",394,542
Kansas City,W2-P16,1,0
Kansas City,"W3-P1, 15",318,197
Kansas City,W3-P2,76,35
Kansas City,"W3-P3, 4, 5, 12, 16",395,495
Kansas City,W3-P8,116,132
Kansas City,"W3-P9, 10, 13",245,439
Kansas City,W3-P11,103,193
Kansas City,"W3-P14, 6, 7",260,440
Kansas City,"W3-P17, 18",138,224
Kansas City,"W4-P1, 2, 12",779,116
Kansas City,"W4-P5, 3, 4, 11",1628,270
Kansas City,"W4-P7, 6, 13",1045,126
Kansas City,"W4-P9, 8, 10, 14, 15",1501,192
Kansas City,"W5-P2, 9, 10",1164,239
Kansas City,"W5-P4, 11",1191,157
Kansas City,"W5-P5, 6",969,177
Kansas City,"W5-P8, 3, 7",1173,215
Kansas City,"W5-P12, 1, 13",230,41
Kansas City,"W6-P1, 2, 16, 18, 19",580,95
Kansas City,"W6-P3, 4, 5,6, 17, 20",1848,344
Kansas City,"W6-P9, 7, 8, 21",1203,264
Kansas City,"W6-P10, 11, 15",858,150
Kansas City,"W6-P13, 12, 14",1181,186
Kansas City,W7-P1,204,194
Kansas City,"W7-P2, 3, 7",174,153
Kansas City,W7-P5,92,126
Kansas City,"W7-P6, 4, 18",269,453
Kansas City,"W7-P9, 8, 10, 11, 12, 17",537,430
Kansas City,"W7-P13, 14",217,233
Kansas City,"W7-P15, 16",321,394
Kansas City,"W8-P1, 4, 14",1086,281
Kansas City,"W8-P3, 15",558,89
Kansas City,W8-P5,816,201
Kansas City,"W8-P6, 12",838,139
Kansas City,"W8-P7, 8, 10, 11",2020,282
Kansas City,W8-P9,878,134
Kansas City,"W8-P13, 2",234,44
Kansas City,"W9-P2, 1",1393,248
Kansas City,"W9-P4, 3, 6",1227,223
Kansas City,"W9-P5, 12, 13",617,149
Kansas City,"W9-P8, 7, 9",1230,239
Kansas City,"W9-P10, 11",1193,213
Kansas City,"W10-P1, 2",902,212
Kansas City,W10-P4,213,93
Kansas City,"W10-P5, 6, 7, 10",1155,314
Kansas City,"W10-P9, 8",414,329
Kansas City,W10-P11,342,98
Kansas City,"W10-P12,3",1267,277
Kansas City,W11-P1,447,98
Kansas City,"W11-P4, 3",470,136
Kansas City,"W11-P6, 2, 5, 7, 9, 10, 11, 13, 14",786,238
Kansas City,W11-P8,98,41
Kansas City,W11-P12,908,120
Kansas City,"W12-P2, 1, 3, 4",643,275
Kansas City,"W12-P5, 6, 7",373,135
Kansas City,"W12-P8, 10, 11, 12",148,74
Kansas City,W12-P9,33,26
Kansas City,"W13-P1, 2, 5, 10, 11, 13",432,218
Kansas City,"W13-P3, 14",159,73
Kansas City,W13-P4,170,102
Kansas City,"W13-P6, 8, 12",172,74
Kansas City,"W13-P7, 9",78,28
Kansas City,"W14-P3, 4",141,177
Kansas City,"W14-P7, 1, 2, 6",350,486
Kansas City,"W14-P9, 8, 10",354,450
Kansas City,"W14-P11, 5, 12, 13",164,244
Kansas City,"W14-P14, 15",200,317
Kansas City,W15-P1,77,104
Kansas City,"W15-P2, 7, 23, 24",80,103
Kansas City,"W15-P3, 5",101,167
Kansas City,W15-P4,7,9
Kansas City,"W15-P6, 10",301,446
Kansas City,"W15-P8, 9, 14, 16, 17",139,246
Kansas City,W15-P11,238,207
Kansas City,"W15-P12, 13",132,204
Kansas City,W15-P15,4,3
Kansas City,"W15-P18, 19",289,151
Kansas City,W15-P20,51,72
Kansas City,W15-P21,19,16
Kansas City,W15-P22,71,37
Kansas City,"W16-P3, 1, 6",620,844
Kansas City,"W16-P9, 2",287,285
Kansas City,"W16-P11, 4, 5, 12",468,561
Kansas City,"W16-P13, 7, 8, 10",369,531
Kansas City,"W16-P14, 15",91,69
Kansas City,"W17-P1, 2, 3, 4, 10, 12, 15, 16",674,913
Kansas City,"W17-P6, 5, 11",410,678
Kansas City,"W17-P8, 7, 9",407,443
Kansas City,"W17-P14, 13",240,451
Kansas City,W18-P1,238,149
Kansas City,"W18-P5, 7",235,160
Kansas City,W18-P6,57,62
Kansas City,"W18-P10, 9",501,561
Kansas City,"W18-P11, 8, 14",369,472
Kansas City,"W18-P12, 15, 16",29,52
Kansas City,"W18-P13, 2, 3, 4",376,413
Kansas City,W19-P1,220,232
Kansas City,"W19-P2, 3, 6, 13",166,117
Kansas City,"W19-P4, 8, 21, 23",470,252
Kansas City,"W-19-P11, 10",239,196
Kansas City,"W19-P14, 9, 15",302,242
Kansas City,"W19-P18, 5, 7, 12, 17, 20",182,150
Kansas City,"W19-P19, 16",533,400
Kansas City,W19-P22,152,74
Kansas City,W20-P1,203,118
Kansas City,W20-P2,846,260
Kansas City,"W20-P5, 3, 4, 8, 10",1020,600
Kansas City,W20-P6,285,113
Kansas City,W20-P7,148,51
Kansas City,W20-P9,478,311
Kansas City,"W22-P2, 1, 10, 11, 12",1543,530
Kansas City,"W22-P3, 4",816,278
Kansas City,"W22-P6, 5",797,283
Kansas City,W22-P7,253,89
Kansas City,"W22-P8, 13",599,190
Kansas City,W22-P9,307,131
Kansas City,W23-P1,31,9
Kansas City,"W23-P2, 3",88,87
Kansas City,"W23-P5, 6",487,235
Kansas City,"W23-P7, 9",716,372
Kansas City,"W23-P8, 16",26,8
Kansas City,"W23-P11, 10, 12",252,208
Kansas City,W23-P13,230,227
Kansas City,W23-P14,592,355
Kansas City,"W23-P15, 4",114,66
Kansas City,"W24-P1, 2, 3",736,330
Kansas City,"W24-P4, 5, 6, 29",1082,463
Kansas City,"W24-P7, 8, 14, 23, 24, 25, 26, 28, 30",702,296
Kansas City,"W24-P9, 10, 11",344,152
Kansas City,"W24-P13, 12, 15, 16, 17, 19, 20, 27, 3",305,148
Kansas City,"W24-P21, 18",714,377
Kansas City,W24-P22,187,89
Kansas City,"W25-P1, 5, 6",615,530
Kansas City,"W25-P3, 12, 13, 14",131,57
Kansas City,"W25-P7, 4, 9",470,583
Kansas City,"W25-P8, 2",332,234
Kansas City,"W25-P10, 11",148,96
Kansas City,"W26-P1, 7, 11, 13",407,451
Kansas City,W26-P2,58,64
Kansas City,W26-P3,159,115
Kansas City,"W26-P6, 4, 5, 8",836,811
Kansas City,"W26-P9, 12",295,263
Kansas City,W26-P10,342,320
Knox,BARING,75,84
Knox,EDINA,254,262
Knox,HURDLAND,100,77
Knox,KNOX CITY,105,122
Knox,NEWARK,48,56
Knox,NOVELTY,68,93
Knox,ABSENTEE,80,85
Laclede,COMMUNITY BAPTIST CHURCH,798,809
Laclede,CONWAY COMMUNITY CENTER,338,341
